ID,Binomial,Order,Family,Genus,RedList,ReproductiveMode,BodySize,TrophicGroup,HabitatMode,HabitatsIUCN,Continent,EOO,Latitude,ElevMin,Prec,PrecSeas,Temp,TempSeas,HPD,HPDMin,HumanFootprint,Accessibility,Afrotropical,Australasia,Indo_malayan,Nearctic,Neotropical,Oceania,Palearctic
1147,Sceloporus_serrifer,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Viviparous,148,Invertebrates,Saxicolous,4,Continent,221085,23.38,-3,903.42,63.3,22.63,4029.68,47.41,0,25.57,236.66,0,0,0,1,1,0,0
1148,Sceloporus_siniferus,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,71.2,Invertebrates,Terrestrial,6,Continent,118485,17.4,0,1147.79,104.81,23.81,1271.93,47.45,1.94,35.31,254.15,0,0,0,0,1,0,0
1149,Sceloporus_smithi,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,71,Invertebrates,Terrestrial,6,Continent,13547.4,16.28,3,1015.8,103.2,23.94,1216.3,40.15,1.66,34.32,298.37,0,0,0,0,1,0,0
1150,Sceloporus_spinosus,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,118,Invertebrates,Terrestrial,3,Continent,181468,20.81,161,672.54,86.37,17.24,2425.54,197.48,2.16,32.14,146.53,0,0,0,1,1,0,0
1151,Sceloporus_subpictus,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,DD,Oviparous,57,Invertebrates,Semi-arboreal,3,Continent,62.82,17.14,1497,1438.33,93.67,17.43,1334,40.74,32.22,31.5,273.13,0,0,0,0,1,0,0
1152,Sceloporus_teapensis,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,70,Invertebrates,Terrestrial,6,Continent,126307,17.37,-5,2181.89,58.97,25.39,1875.2,41.33,1.16,31.6,384.48,0,0,0,0,1,0,0
1153,Sceloporus_undulatus,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,91,Invertebrates,Saxicolous,8,Continent,4098320,34.51,-14,805.24,40.05,14.52,7677.4,34.24,0,25.58,201.67,0,0,0,1,0,0,0
1154,Sceloporus_vandenburgianus,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,65,Invertebrates,Terrestrial,2,Continent,14337.4,33.48,174,466.03,79.58,14.5,5823,163.3,0.86,27.87,153.51,0,0,0,1,0,0,0
1155,Sceloporus_variabilis,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,LC,Oviparous,77,Invertebrates,Semi-arboreal,5,Continent,730193,17.88,-5,1652.54,67.25,23.73,2265,74.43,0,32.63,284.77,0,0,0,0,1,0,0
1156,Scelotes_inornatus,SQUAMATA,SCINCIDAE,Scelotes,EN,Viviparous,90,Invertebrates,Terrestrial,5,Continent,430.54,-29.93,22,979.23,44.23,20.45,2447.91,3046.1,313.35,77.95,15.44,1,0,0,0,0,0,0
1157,Scelotes_mossambicus,SQUAMATA,SCINCIDAE,Scelotes,LC,Viviparous,75,Invertebrates,Terrestrial,2,Continent,83842.6,-25.83,1,823.55,58.53,22.12,2698.71,89.12,0,28.46,283.74,1,0,0,0,0,0,0
1158,Scincella_monticola,SQUAMATA,SCINCIDAE,Scincella,NT,Oviparous,59,Invertebrates,Semi-fossorial,2,Continent,906595,28.72,71,1014.56,83.55,12.33,5920.23,193.42,1.93,27.51,654.97,0,0,1,0,0,0,0
1159,Scincella_punctatolineata,SQUAMATA,SCINCIDAE,Scincella,DD,Oviparous,40.2,Invertebrates,Semi-fossorial,1,Continent,658.9,22.55,113,1669.44,93.17,24.71,3446.42,53.32,36.29,23.34,309.4,0,0,1,0,0,0,0
1160,Scincella_vandenburghi,SQUAMATA,SCINCIDAE,Scincella,LC,Oviparous,53.6,Invertebrates,Semi-fossorial,1,Continent/Island,16824.7,36.84,9,1411.89,80.15,10.11,9604.38,158.92,24.49,36.9,141.23,0,0,0,0,0,0,1
1161,Scincopus_fasciatus,SQUAMATA,SCINCIDAE,Scincopus,DD,Viviparous,213,Invertebrates,Terrestrial,3,Continent,2114450,15.13,2,248.57,155.97,27.67,3552.33,20.62,0,14.18,951.25,0,0,0,0,0,0,1
1162,Scolecoseps_acontias,SQUAMATA,SCINCIDAE,Scolecoseps,VU,Viviparous,120,Invertebrates,Terrestrial,2,Continent,7309.07,-7.77,6,1157.72,78.63,26.19,1286.2,316.97,14.62,30.05,205.26,1,0,0,0,0,0,0
1163,Seminatrix_pygaea,SQUAMATA,COLUBRIDAE,Seminatrix,LC,Oviparous,380,Carnivorous,Aquatic,12,Continent,241630,30.54,-14,1310.13,36.76,19.86,5605.07,85.46,0,36.15,128.9,0,0,0,1,1,0,0
1164,Sepsina_alberti,SQUAMATA,SCINCIDAE,Sepsina,LC,Viviparous,55,Invertebrates,Saxicolous,1,Continent,25948,-18.26,322,276.51,110.42,20.07,2376.14,0.85,0.35,8.07,839.57,1,0,0,0,0,0,0
1165,Sibon_dunni,SQUAMATA,COLUBRIDAE,Sibon,DD,Oviparous,304,Invertebrates,Terrestrial,1,Continent,128.32,0.37,2022,700,32.5,15.18,209.33,101.84,66.57,30.87,279.19,0,0,0,0,1,0,0
1166,Sibon_linearis,SQUAMATA,COLUBRIDAE,Sibon,DD,Oviparous,311,Invertebrates,Arboreal,1,Continent,145.99,18.57,212,2936.43,64,21.46,1882.57,138.45,138.45,30.47,330.55,0,0,0,0,1,0,0
1167,Sibynomorphus_ventrimaculatus,SQUAMATA,COLUBRIDAE,Sibynomorphus,LC,Oviparous,577,Carnivorous,Terrestrial,4,Continent,495943,-29.89,1,1394.44,17.5,19.34,3991.29,20.24,0,25,245.86,0,0,0,0,1,0,0
1168,Sibynophis_bistrigatus,SQUAMATA,COLUBRIDAE,Sibynophis,DD,Oviparous,220,Carnivorous,Terrestrial,2,Island,10246.8,19.66,18,873.66,84.09,26.91,2955.94,140.92,40.54,35.97,119.33,0,0,1,0,0,0,0
1169,Sibynophis_bivittatus,SQUAMATA,COLUBRIDAE,Sibynophis,LC,Oviparous,402.6,Carnivorous,Terrestrial,2,Island,13979.6,9.94,6,1982.06,61.99,26.3,590.8,54.41,21.26,24.89,492.39,0,0,1,0,0,0,0
1170,Sibynophis_collaris,SQUAMATA,COLUBRIDAE,Sibynophis,LC,Oviparous,525,Carnivorous,Terrestrial,5,Continent/Island,2759770,19.42,-8,1788.02,84.14,22.26,2872.51,129.6,0.07,27.33,393.2,0,0,1,0,0,0,1
1171,Sigaloseps_ruficauda,SQUAMATA,SCINCIDAE,Sigaloseps,VU,Oviparous,60,Invertebrates,Saxicolous,2,Island,120.7,-22.04,561,1929.6,33.8,19.26,2459,7.28,7.28,21.71,529.5,0,1,0,0,0,0,0
1172,Simoselaps_australis,SQUAMATA,ELAPIDAE,Simoselaps,LC,Oviparous,400,Carnivorous,Fossorial,1,Continent,554934,-30.83,-15,248.97,27.91,19.38,5854.67,0.25,0.01,6.9,618.39,0,1,0,0,0,0,0
1173,Simoselaps_incinctus,SQUAMATA,ELAPIDAE,Simoselaps,LC,Oviparous,300,Carnivorous,Fossorial,3,Continent,1138100,-17.13,2,710.88,105.41,26.45,3816.14,0.16,0.01,2.91,1228.5,0,1,0,0,0,0,0
1174,Simoselaps_littoralis,SQUAMATA,ELAPIDAE,Simoselaps,LC,Oviparous,390,Carnivorous,Fossorial,2,Continent,51651.1,-26.39,-2,322.79,81.7,21.51,4562.08,1.25,0.09,14.54,611.71,0,1,0,0,0,0,0
1175,Sinomicrurus_japonicus,SQUAMATA,ELAPIDAE,Sinomicrurus,NT,Oviparous,600,Carnivorous,Terrestrial,2,Island,2447.36,27.22,6,2419.75,30.59,21.61,4641.02,523.47,16.43,50.97,137.9,0,0,1,0,0,0,1
1176,Sinonatrix_aequifasciata,SQUAMATA,COLUBRIDAE,Sinonatrix,LC,Oviparous,637,Carnivorous,Semi-aquatic,8,Continent/Island,1402990,25.03,-2,1388.87,72.83,17.73,5704.76,238.71,0,29.65,310.97,0,0,1,0,0,0,1
1177,Siphlophis_compressus,SQUAMATA,COLUBRIDAE,Siphlophis,LC,Oviparous,1229,Carnivorous,Semi-arboreal,1,Continent,9168970,-3.59,-23,2113.67,55.02,25.34,634.12,15.68,0,12.8,1426.42,0,0,0,0,1,0,0
1178,Siphlophis_leucocephalus,SQUAMATA,COLUBRIDAE,Siphlophis,LC,Oviparous,708,Carnivorous,Semi-arboreal,3,Continent,73931.9,-13.18,3,939.25,62.47,22.62,1182.76,20.87,0.71,28.85,197.18,0,0,0,0,1,0,0
1179,Siphlophis_pulcher,SQUAMATA,COLUBRIDAE,Siphlophis,LC,Oviparous,803,Carnivorous,Semi-arboreal,4,Continent,426607,-20.57,1,1343.01,68.66,20.39,2074.06,152.41,1.26,33.43,140.67,0,0,0,0,1,0,0
1180,Siphlophis_worontzowi,SQUAMATA,COLUBRIDAE,Siphlophis,LC,Oviparous,746,Carnivorous,Semi-arboreal,3,Continent,3381450,-10.88,-1,1906.49,63.01,25.26,874.62,2.74,0.06,9.9,1060.5,0,0,0,0,1,0,0
1181,Sitana_ponticeriana,SQUAMATA,AGAMIDAE,Sitana,LC,Oviparous,81,Invertebrates,Terrestrial,16,Continent/Island,3730100,24.02,-2,855.95,110.07,23.35,5175.17,327.65,0.95,34.44,294.2,0,0,1,0,0,0,0
1182,Spalerosophis_dolichospilus,SQUAMATA,COLUBRIDAE,Spalerosophis,DD,Oviparous,1500,Carnivorous,Fossorial,4,Continent,657750,31.3,-60,123.96,55.17,19.55,7099.63,11.93,0.06,12.38,463.29,0,0,0,0,0,0,1
1183,Spalerosophis_microlepis,SQUAMATA,COLUBRIDAE,Spalerosophis,LC,Oviparous,1800,Carnivorous,Fossorial,3,Continent,410118,31.9,-1,275.23,92.74,16.94,8264.47,88.04,8.25,29.26,221.43,0,0,0,0,0,0,1
1184,Sphaerodactylus_argus,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,33,Invertebrates,Terrestrial,2,Continent/Island,23439.3,19.83,0,1531.79,57.47,24.78,1471.7,149.95,3.87,44.48,115.46,0,0,0,0,1,0,0
1185,Sphaerodactylus_callocricus,SQUAMATA,GEKKONIDAE,Sphaerodactylus,VU,Oviparous,28,Invertebrates,Terrestrial,2,Island,2164.45,19.07,3,1887.57,28.65,25.38,1215.44,112.11,65.04,42.6,132.88,0,0,0,0,1,0,0
1186,Sphaerodactylus_corticola,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,39,Invertebrates,Terrestrial,3,Island,1111.72,22.9,1,876.25,52.11,26.06,1947.91,2.19,0.75,19.93,608.13,0,0,0,0,1,0,0
1187,Sphaerodactylus_difficilis,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,34,Invertebrates,Terrestrial,8,Island,27999.8,19.03,1,1404.54,39.28,25.11,1274.79,269.53,44.04,43.38,111.98,0,0,0,0,1,0,0
1188,Sphaerodactylus_dunni,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,28,Invertebrates,Terrestrial,2,Continent,21667.2,15.45,1,2407.99,45.02,26.31,1250.44,55.27,0,21.59,688.02,0,0,0,0,1,0,0
1189,Sphaerodactylus_glaucus,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,31,Invertebrates,NA,8,Continent/Island,264609,17.6,-5,1709.72,65.79,25.21,1804.92,42.68,0,30.63,358.11,0,0,0,0,1,0,0
1190,Sphaerodactylus_goniorhynchus,SQUAMATA,GEKKONIDAE,Sphaerodactylus,NT,Oviparous,32,Invertebrates,Terrestrial,3,Island,4982.66,18.24,4,2019.87,43.7,24.33,978.17,243.02,79.34,46.29,111.05,0,0,0,0,1,0,0
1191,Sphaerodactylus_klauberi,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,37,Invertebrates,Terrestrial,2,Island,3211.61,18.25,18,2093.88,37.37,22.75,1224.99,292.75,67.14,57.34,64.46,0,0,0,0,1,0,0
1192,Sphaerodactylus_nicholsi,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,25,Invertebrates,Terrestrial,5,Island,1202.5,18.06,1,1143.45,50.71,25.65,1168.42,329.02,192.24,63.6,26.78,0,0,0,0,1,0,0
1193,Sphaerodactylus_pimienta,SQUAMATA,GEKKONIDAE,Sphaerodactylus,EN,Oviparous,36,Invertebrates,Semi-saxicolous,1,Island,1466.37,20.23,50,1356.18,55.77,24.3,1607.16,114.26,46.08,42.37,138.17,0,0,0,0,1,0,0
1194,Sphaerodactylus_richardi,SQUAMATA,GEKKONIDAE,Sphaerodactylus,NT,Oviparous,32,Invertebrates,Terrestrial,5,Island,3521.14,22.27,2,1223.35,67.11,25.12,1958.73,19.38,2.47,17.51,329.52,0,0,0,0,1,0,0
1195,Sphaerodactylus_savagei,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,33,Invertebrates,Terrestrial,5,Island,2027.53,18.46,1,1184.76,33.36,26.3,1199.34,139.73,71.02,43.21,150.47,0,0,0,0,1,0,0
1196,Sphaerodactylus_scaber,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,34,Invertebrates,Terrestrial,1,Island,13348.2,22.02,1,1348.86,62.44,25.27,2009.91,60.19,15.7,46.36,98.84,0,0,0,0,1,0,0
1197,Sphaerodactylus_scapularis,SQUAMATA,GEKKONIDAE,Sphaerodactylus,VU,Oviparous,33.1,Invertebrates,Terrestrial,1,Continent,6410.14,0.74,14,1888.8,59.24,24.96,482.71,54.1,0,31.29,373.86,0,0,0,0,1,0,0
1198,Sphaerodactylus_storeyae,SQUAMATA,GEKKONIDAE,Sphaerodactylus,EN,Oviparous,32,Invertebrates,Terrestrial,1,Island,1066.24,21.66,5,1311.64,56.06,25.47,1978.36,33.78,33.78,36.59,115.06,0,0,0,0,1,0,0
1199,Sphaerodactylus_streptophorus,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,26,Invertebrates,Terrestrial,3,Island,6850.36,18.28,7,1497.39,55.64,22.17,1169.64,498.74,11.39,35.25,190,0,0,0,0,1,0,0
1200,Sphaerodactylus_thompsoni,SQUAMATA,GEKKONIDAE,Sphaerodactylus,NT,Oviparous,33,Invertebrates,Terrestrial,4,Island,1098.88,18.09,10,1202.35,57.08,22.98,1193.98,50.7,11.39,35.34,248.77,0,0,0,0,1,0,0
1201,Sphaerodactylus_torrei,SQUAMATA,GEKKONIDAE,Sphaerodactylus,VU,Oviparous,39,Invertebrates,Terrestrial,2,Island,720.72,19.99,7,991.71,56.86,25.86,1483.54,188.09,20.04,48.59,62.63,0,0,0,0,1,0,0
1202,Sphaerodactylus_vincenti,SQUAMATA,GEKKONIDAE,Sphaerodactylus,LC,Oviparous,40,Invertebrates,Terrestrial,5,Island,2876.61,14.52,5,2344.17,37.23,24.53,945.75,248.44,28.5,50.89,148.74,0,0,0,0,1,0,0
1203,Sphaerodactylus_williamsi,SQUAMATA,GEKKONIDAE,Sphaerodactylus,CR,Oviparous,22,Invertebrates,Terrestrial,2,Island,40.67,19.44,6,718.5,69,25.75,1097,397.82,397.82,45.25,49,0,0,0,0,1,0,0
1204,Sphenomorphus_abdictus,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Oviparous,98,Invertebrates,Terrestrial,3,Island,227372,12,1,2618.98,49.51,25.23,823.64,309.23,3.59,32.6,332.21,0,0,1,0,0,0,0
1205,Sphenomorphus_cyanolaemus,SQUAMATA,SCINCIDAE,Sphenomorphus,NT,Oviparous,60,Invertebrates,Terrestrial,1,Island,145687,2.95,3,3117.22,20.79,24.82,299.34,21.81,0.24,17.14,1943.16,0,0,1,0,0,0,0
1206,Sphenomorphus_decipiens,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Viviparous,45,Invertebrates,Terrestrial,2,Island,202006,12.11,1,2598.84,51.23,25.11,836.53,322.87,3.59,32.43,334.35,0,0,1,0,0,0,0
1207,Sphenomorphus_diwata,SQUAMATA,SCINCIDAE,Sphenomorphus,DD,Viviparous,60,Invertebrates,Terrestrial,1,Island,9.69,9.09,NA,NA,NA,NA,NA,NA,NA,28,939,0,0,1,0,0,0,0
1208,Sphenomorphus_dussumieri,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Oviparous,64,Invertebrates,Terrestrial,4,Continent/Island,120689,9.43,-2,2505.21,84.92,26.04,1156.2,439.68,24.94,34.97,191.2,0,0,1,0,0,0,0
1209,Sphenomorphus_fasciatus,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Oviparous,121,Invertebrates,Terrestrial,3,Island,119000,8.36,1,2644.28,33.58,25.16,499.89,190.73,13.29,31.52,363.05,0,0,1,0,0,0,0
1210,Sphenomorphus_jagori,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Oviparous,110,Invertebrates,Terrestrial,4,Island,268997,11.84,-26,2568.57,50.14,25.37,796.69,308.76,3.59,33.33,312.37,0,0,1,0,0,0,0
1211,Sphenomorphus_microtympanus,SQUAMATA,SCINCIDAE,Sphenomorphus,DD,Viviparous,45,Invertebrates,Terrestrial,1,Island,195.18,-7.89,673,2622.9,24.8,22.37,639,16.56,16.56,17.52,3403.12,0,1,0,0,0,0,0
1212,Sphenomorphus_mindanensis,SQUAMATA,SCINCIDAE,Sphenomorphus,NT,Oviparous,56,Invertebrates,Terrestrial,2,Island,26055.7,9.31,1,3092.23,38.44,25.52,635.31,190.99,28.27,32.43,386.27,0,0,1,0,0,0,0
1213,Sphenomorphus_nigrolineata,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Oviparous,75,Invertebrates,Terrestrial,3,Island,36231,-8.71,158,2664.04,33.56,19.92,836.68,9.37,2.76,14.03,2014.07,0,1,0,0,0,0,0
1214,Sphenomorphus_tritaeniatus,SQUAMATA,SCINCIDAE,Sphenomorphus,DD,Viviparous,47,Invertebrates,Terrestrial,2,Continent,35405.6,20.76,1,1669.74,85.06,23.08,4395.24,634.66,5.62,39.2,128.91,0,0,1,0,0,0,0
1215,Sphenomorphus_tropidonotus,SQUAMATA,SCINCIDAE,Sphenomorphus,LC,Viviparous,61,Invertebrates,Terrestrial,2,Island,104382,-2.47,-3,2176.11,30.9,23.34,510.64,46.33,0,19.39,612.83,0,1,0,0,0,0,0
1216,Sphenomorphus_victoria,SQUAMATA,SCINCIDAE,Sphenomorphus,NT,Oviparous,45.3,Invertebrates,Terrestrial,1,Island,3730.24,16.83,495,3225.1,60.17,20.59,1000.65,68.87,7.47,25.43,697.74,0,0,1,0,0,0,0
1217,Stegonotus_florensis,SQUAMATA,COLUBRIDAE,Stegonotus,DD,Oviparous,635.9,Carnivorous,NA,1,Island,13936.6,-8.6,12,1720.63,71.48,23.54,736.08,111.51,6.91,25.27,519.08,0,1,0,0,0,0,0
1218,Stenocercus_aculeatus,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,108,Invertebrates,Terrestrial,2,Continent,29994,-3.52,214,2610.23,18.21,23.23,503.21,11.43,0.14,14.35,1000.69,0,0,0,0,1,0,0
1219,Stenocercus_crassicaudatus,SQUAMATA,TROPIDURIDAE,Stenocercus,VU,Oviparous,95,Invertebrates,Terrestrial,1,Continent,12975.7,-12.52,440,1450.68,56.53,20.56,711.68,7.61,1.06,15.83,1155.46,0,0,0,0,1,0,0
1220,Stenocercus_festae,SQUAMATA,TROPIDURIDAE,Stenocercus,VU,Oviparous,102,Invertebrates,Terrestrial,1,Continent,14848,-3.09,1077,950.25,39.73,12.3,446.77,63.74,0.72,28.85,416.2,0,0,0,0,1,0,0
1221,Stenocercus_frittsi,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,79,Invertebrates,Terrestrial,1,Continent,50935,-13.69,959,734.83,93.49,7.96,1079.57,16.07,0.82,21.18,663.56,0,0,0,0,1,0,0
1222,Stenocercus_haenschi,SQUAMATA,TROPIDURIDAE,Stenocercus,CR,Oviparous,76,Invertebrates,Terrestrial,1,Continent,48.37,-1.76,953,1575,91,20.6,497,24.57,24.57,28.14,121.43,0,0,0,0,1,0,0
1223,Stenocercus_imitator,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,100,Invertebrates,Terrestrial,4,Continent,9913.41,-6.39,279,634.27,91.47,16.99,882.88,30.8,3.01,26.25,341.34,0,0,0,0,1,0,0
1224,Stenocercus_marmoratus,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,83,Invertebrates,Semi-saxicolous,2,Continent,117464,-19.56,494,803.75,85.24,17.45,2539.97,17.46,1.26,19.67,635.35,0,0,0,0,1,0,0
1225,Stenocercus_nigromaculatus,SQUAMATA,TROPIDURIDAE,Stenocercus,DD,Oviparous,78.4,Invertebrates,Terrestrial,1,Continent,947.04,-5.3,1818,836.07,47.02,15,308.48,51.46,19.65,32.1,238.73,0,0,0,0,1,0,0
1226,Stenocercus_praeornatus,SQUAMATA,TROPIDURIDAE,Stenocercus,DD,Oviparous,100,Invertebrates,Semi-saxicolous,2,Continent,56.07,-11.58,4247,979.33,57.67,5.73,753.33,12.13,10.69,26.5,993.38,0,0,0,0,1,0,0
1227,Stenocercus_prionotus,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,93,Invertebrates,Terrestrial,2,Continent,264444,-12.2,163,2228.05,46.33,24.05,940.85,5.81,0.09,11.38,1222.8,0,0,0,0,1,0,0
1228,Stenocercus_scapularis,SQUAMATA,TROPIDURIDAE,Stenocercus,LC,Oviparous,92,Invertebrates,Terrestrial,1,Continent,48574.4,-12.38,264,2193.62,50.25,20.17,802.05,7.38,0.09,12.5,1397.51,0,0,0,0,1,0,0
1229,Stenocercus_torquatus,SQUAMATA,TROPIDURIDAE,Stenocercus,VU,Oviparous,84,Invertebrates,Terrestrial,1,Continent,6247.79,-11.03,745,1285.95,53.48,15.44,711.58,25.71,2.38,23.97,490.4,0,0,0,0,1,0,0
1230,Stenorrhina_degenhardtii,SQUAMATA,COLUBRIDAE,Stenorrhina,LC,Oviparous,650,Invertebrates,Semi-fossorial,7,Continent,481054,10.98,-3,2287.51,60.58,25.6,877.92,77.38,0,32.06,381.96,0,0,0,0,1,0,0
1231,Sternotherus_depressus,TESTUDINES,KINOSTERNIDAE,Sternotherus,CR,Oviparous,115,Carnivorous,Aquatic,2,Continent,4126.09,32.76,30,1411.86,19.57,17.32,7096.33,9.45,2.04,24.26,122.35,0,0,0,1,0,0,0
1232,Storeria_occipitomaculata,SQUAMATA,COLUBRIDAE,Storeria,LC,Viviparous,410,Carnivorous,Terrestrial,3,Continent,3173650,40.94,-14,1041.03,24.95,9.53,9330.75,54.17,0,32.38,176.63,0,0,0,1,0,0,0
1233,Strophurus_ciliaris,SQUAMATA,GEKKONIDAE,Strophurus,LC,Oviparous,89,Invertebrates,Arboreal,2,Continent,3416980,-22.29,-15,406.32,73.75,23.94,5086.82,0.09,0,2.8,1371.24,0,1,0,0,0,0,0
1234,Strophurus_jeanae,SQUAMATA,GEKKONIDAE,Strophurus,LC,Oviparous,49,Invertebrates,Arboreal,2,Continent,256292,-19.86,29,373.88,103.09,26.3,4785.28,0.05,0.02,0.68,1800.24,0,1,0,0,0,0,0
1235,Strophurus_michaelseni,SQUAMATA,GEKKONIDAE,Strophurus,LC,Oviparous,66,Invertebrates,Arboreal,2,Continent,79544.2,-28.43,3,366.21,76.07,20.06,5003.55,0.64,0.01,14.12,465.24,0,1,0,0,0,0,0
1236,Strophurus_taenicauda,SQUAMATA,GEKKONIDAE,Strophurus,NT,Oviparous,73,Invertebrates,Arboreal,1,Continent,703958,-23.92,-1,759.88,59.38,21.05,4503.03,5.39,0.01,9.84,391.17,0,1,0,0,0,0,0
1237,Suta_flagellum,SQUAMATA,ELAPIDAE,Suta,LC,Viviparous,400,Carnivorous,Terrestrial,3,Continent,226812,-36.02,-4,590.94,29.9,14.16,4255.81,12.77,0.02,23.61,219.12,0,1,0,0,0,0,0
1238,Suta_nigriceps,SQUAMATA,ELAPIDAE,Suta,LC,Ovoviviparous,530,Carnivorous,Terrestrial,3,Continent,2489230,-31.87,-15,395.98,29.06,17.51,5068.33,6.19,0,12.2,697.55,0,1,0,0,0,0,0
1239,Symphimus_leucostomus,SQUAMATA,COLUBRIDAE,Symphimus,LC,Oviparous,800,Invertebrates,Terrestrial,1,Continent,21311.9,16.94,2,1036.2,105.42,25.29,1325.83,38.33,1.66,36.94,221.26,0,0,0,0,1,0,0
1240,Symphimus_mayae,SQUAMATA,COLUBRIDAE,Symphimus,LC,Oviparous,731.2,Invertebrates,Terrestrial,3,Continent,119800,19.73,-2,1169.42,60.15,25.65,1924.14,26.65,0,23.27,346.97,0,0,0,0,1,0,0
1241,Synophis_lasallei,SQUAMATA,COLUBRIDAE,Synophis,DD,Oviparous,750,Carnivorous,Terrestrial,1,Continent,60.93,4.91,1360,1966.75,39.5,19.58,286.5,128.08,111.3,43.63,45.25,0,0,0,0,1,0,0
1242,Tachymenis_chilensis,SQUAMATA,COLUBRIDAE,Tachymenis,LC,Viviparous,700,Carnivorous,Terrestrial,4,Continent,142248,-35.71,4,1007.04,85.13,12.78,3330.84,67.58,0.92,30.88,173.72,0,0,0,0,1,0,0
1243,Taeniophallus_affinis,SQUAMATA,COLUBRIDAE,Taeniophallus,LC,Oviparous,480,Carnivorous,Terrestrial,2,Continent,803139,-20.67,-2,1358.83,52.28,20.59,2103.97,118.38,0.72,33.46,125.82,0,0,0,0,1,0,0
1244,Taeniophallus_nebularis,SQUAMATA,COLUBRIDAE,Taeniophallus,DD,Oviparous,331,Carnivorous,Terrestrial,1,Continent,425.78,10.65,51,1617.73,46.27,24.43,644.59,58.98,53.14,40.79,204.43,0,0,0,0,1,0,0
1245,Takydromus_hani,SQUAMATA,LACERTIDAE,Takydromus,DD,Oviparous,79,Invertebrates,Terrestrial,2,Continent,38821.9,16.32,136,2481.63,86.65,22.19,2445.29,15.14,0.69,24.82,498.06,0,0,1,0,0,0,0
1246,Takydromus_kuehnei,SQUAMATA,LACERTIDAE,Takydromus,LC,Oviparous,60,Invertebrates,Terrestrial,1,Continent/Island,902262,24.16,-3,1566.77,68.55,19.43,5641.73,300.82,0,30.99,242.67,0,0,1,0,0,0,0
1247,Takydromus_sexlineatus,SQUAMATA,LACERTIDAE,Takydromus,LC,Oviparous,70,Invertebrates,Terrestrial,4,Continent/Island,3721020,11.71,-6,2166.31,63.05,24.52,1913.43,157.61,0,25.97,593.18,0,0,1,0,0,0,0
1248,Takydromus_toyamai,SQUAMATA,LACERTIDAE,Takydromus,EN,Oviparous,60,Invertebrates,Terrestrial,2,Island,193.46,24.78,8,2140.2,20.9,23.55,3869.9,242.27,115.87,68.17,583.77,0,0,1,0,0,0,0
1249,Tantilla_bairdi,SQUAMATA,COLUBRIDAE,Tantilla,DD,Oviparous,342,Invertebrates,Terrestrial,2,Continent,134.56,15.41,1404,2039.43,54.86,17.66,1123.29,146.01,29.73,45.21,143,0,0,0,0,1,0,0
1250,Tantilla_boipiranga,SQUAMATA,COLUBRIDAE,Tantilla,VU,Oviparous,313,Invertebrates,Terrestrial,2,Continent,5187.02,-19.55,251,1340.84,76.61,20.62,1902.46,35.44,3.31,27.81,171.03,0,0,0,0,1,0,0
1251,Tantilla_johnsoni,SQUAMATA,COLUBRIDAE,Tantilla,DD,Oviparous,350,Invertebrates,Terrestrial,1,Continent,365.11,15.5,900,1308.88,84.06,16.41,1026.35,79.8,50.29,38.2,484.19,0,0,0,0,1,0,0
1252,Tantilla_moesta,SQUAMATA,COLUBRIDAE,Tantilla,LC,Oviparous,350,Invertebrates,Terrestrial,3,Continent,46962.9,20.63,-2,1104.13,60.14,25.67,1902.73,45.91,0,24.59,324.8,0,0,0,0,1,0,0
